Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,TotalPrice,TotalCost
4286,US-2025-101189,04-02-2025,09-02-2025,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,93.02,2,0,3.7208,44.6496,35.71968
4287,US-2025-150077,04-02-2025,10-02-2025,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248,33.4776,26.78208
4288,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2,0,52.7956,93.5922,74.87376
4289,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3,0,7.1592,3.8936,3.11488
4290,US-2025-100993,05-02-2025,10-02-2025,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,557.728,4,0.2,6.9716,137.6391,110.11128
4291,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,0,78.9412,44.5094,35.60752
4292,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,9.45,5,0,0.189,1.8522,1.48176
4293,US-2025-100993,05-02-2025,10-02-2025,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,OFF-LA-10003223,Office Supplies,Labels,Avery 508,14.73,3,0,7.2177,2.5041,2.00328
4294,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553,20.9049,16.72392
4295,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84,9,0,170.9316,19.7676,15.81408
4296,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,7,0,160.9139,25.9223,20.73784
4297,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1,0,1.6196,79.3604,63.48832
4298,US-2025-100993,05-02-2025,10-02-2025,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3,0,50.3658,45.3914,36.31312
4299,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.5444,50.9652,40.77216
4300,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0,28.3095,25.5135,20.4108
4301,US-2025-100993,05-02-2025,10-02-2025,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.968,4,0.2,-31.9936,47.9404,38.35232
4302,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,484.83,3,0,126.0558,119.5914,95.67312
4303,US-2025-125017,06-02-2025,11-02-2025,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,37421,South,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,4,0.2,-18.1808,37.5512,30.04096
4304,US-2025-106894,07-02-2025,07-02-2025,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0,3.6018,1.4094,1.12752
4305,US-2025-161662,07-02-2025,09-02-2025,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2,0.2,10.6232,9.7644,7.81152
4306,US-2025-106894,07-02-2025,07-02-2025,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21,19.75,15.8
4307,US-2025-135461,07-02-2025,10-02-2025,Second Class,EB-13975,Erica Bern,Corporate,United States,Los Angeles,California,90049,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,0.2,38.9975,116.9525,93.562
4308,US-2025-163048,08-02-2025,15-02-2025,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Houston,Texas,77036,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,241.5,4,0.3,0,60.3,48.24
4309,US-2025-109344,08-02-2025,11-02-2025,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973,333.6262333,266.9009867
4310,US-2025-112396,09-02-2025,13-02-2025,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California,94110,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,0,39.5868,16.7944,13.43552
4311,US-2025-112396,09-02-2025,13-02-2025,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California,94110,West,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.151,10.3545,8.2836
4312,US-2025-164938,11-02-2025,13-02-2025,First Class,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0,0.6993,9.8901,7.91208
4313,US-2025-110492,12-02-2025,14-02-2025,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.4824,2.1094,1.68752
4314,US-2025-110492,12-02-2025,14-02-2025,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12,6,0,175.5156,195.7674,156.61392
4315,US-2025-112942,13-02-2025,18-02-2025,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0,73.41,24.47,19.576
4316,US-2025-134334,14-02-2025,15-02-2025,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,10.56,6,0,4.6464,0.9856,0.78848
4317,US-2025-134334,14-02-2025,15-02-2025,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,550.431,3,0.3,-47.1798,199.1036,159.28288
4318,US-2025-134334,14-02-2025,15-02-2025,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0,2.0748,1.9684,1.57472
4319,US-2025-146150,14-02-2025,19-02-2025,Standard Class,FM-14380,Fred McMath,Consumer,United States,Jackson,Mississippi,39212,South,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,264.18,7,0,68.6868,27.9276,22.34208
4320,US-2025-134334,14-02-2025,15-02-2025,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,1,0,2.1465,2.6235,2.0988
4321,US-2025-162859,15-02-2025,22-02-2025,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485,91.22233333,72.97786667
4322,US-2025-162859,15-02-2025,22-02-2025,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0,3.5752,1.2862,1.02896
4323,US-2025-134138,16-02-2025,20-02-2025,Standard Class,JD-15790,John Dryer,Consumer,United States,Belleville,New Jersey,7109,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,2,0,36.4736,95.7432,76.59456
4324,US-2025-105781,16-02-2025,20-02-2025,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,10024,East,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,326.646,3,0.1,39.9234,95.54086667,76.43269333
4325,US-2025-168956,16-02-2025,20-02-2025,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.958,3,0.3,-2.6982,21.7854,17.42832
4326,US-2025-108105,16-02-2025,23-02-2025,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,4,0,34.9888,70.7728,56.61824
4327,US-2025-168956,16-02-2025,20-02-2025,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,0.8,-225.5568,52.80346667,42.24277333
4328,US-2025-108105,16-02-2025,23-02-2025,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,1,0,2.61,3.19,2.552
4329,US-2025-168956,16-02-2025,20-02-2025,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.976,4,0.2,1.8312,1.2362,0.98896
4330,US-2025-168956,16-02-2025,20-02-2025,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,5.184,1,0.2,1.8144,3.1696,2.53568
4331,US-2025-105781,16-02-2025,20-02-2025,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,0,39.5868,16.7944,13.43552
4332,US-2025-123274,19-02-2025,24-02-2025,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.6718,14.8941,11.91528
4333,US-2025-101630,19-02-2025,23-02-2025,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,8.67,3,0,4.0749,1.5317,1.22536
4334,US-2025-106460,19-02-2025,22-02-2025,Second Class,GT-14710,Greg Tran,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,70.88,2,0,33.3136,18.7832,15.02656
4335,US-2025-123274,19-02-2025,24-02-2025,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176,77.7408,62.19264
4336,US-2025-101630,19-02-2025,23-02-2025,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,0,6.6846,6.3418,5.07344
4337,US-2025-166485,20-02-2025,27-02-2025,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",16.496,2,0.2,5.5674,5.3643,4.29144
4338,US-2025-168410,21-02-2025,26-02-2025,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,68.95,5,0,28.959,7.9982,6.39856
4339,US-2025-121447,21-02-2025,22-02-2025,First Class,EA-14035,Erin Ashbrook,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",135.8,7,0,66.542,9.894,7.9152
4340,US-2025-139010,21-02-2025,26-02-2025,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4,0.2,6.496,2.966,2.3728
4341,US-2025-139262,21-02-2025,25-02-2025,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,34.86,2,0.7,-26.726,30.443,24.3544
4342,US-2025-139010,21-02-2025,26-02-2025,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.248,7,0.2,10.9368,2.873028571,2.298422857
4343,US-2025-139262,21-02-2025,25-02-2025,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,3.762,3,0.7,-2.7588,1.940266667,1.552213333
4344,US-2025-168410,21-02-2025,26-02-2025,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0,80.0199,72.1167,57.69336
4345,US-2025-139262,21-02-2025,25-02-2025,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,33614,South,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,432.456,3,0.2,32.4342,133.2739333,106.6191467
4346,US-2025-139010,21-02-2025,26-02-2025,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0,8.983,88.0334,70.42672
4347,US-2025-139010,21-02-2025,26-02-2025,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0,0.7794,12.2106,9.76848
4348,US-2025-168410,21-02-2025,26-02-2025,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,39.98,2,0,1.999,18.9905,15.1924
4349,US-2025-119025,22-02-2025,28-02-2025,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32,9,0,137.2896,39.2256,31.38048
4350,US-2025-143280,22-02-2025,26-02-2025,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0,5.0055,1.8815,1.5052
4351,US-2025-143280,22-02-2025,26-02-2025,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0,15.2208,21.0192,16.81536
4352,US-2025-143280,22-02-2025,26-02-2025,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.745,78.003,62.4024
4353,US-2025-144400,23-02-2025,27-02-2025,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591,11.92833333,9.542666667
4354,US-2025-165015,25-02-2025,27-02-2025,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,5,0.2,17.52,5.8,4.64
4355,US-2025-128706,27-02-2025,02-03-2025,Standard Class,DW-13540,Don Weiss,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.192,2,0.6,-6.8816,11.2368,8.98944
4356,US-2025-102456,27-02-2025,01-03-2025,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,0,49.5552,40.4416,32.35328
4357,US-2025-101448,27-02-2025,01-03-2025,Second Class,EB-13930,Eric Barreto,Consumer,United States,La Crosse,Wisconsin,54601,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,56.82,3,0,28.41,9.47,7.576
4358,US-2025-111283,28-02-2025,04-03-2025,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Newark,Ohio,43055,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,111.104,7,0.2,8.3328,14.65302857,11.72242286
4359,US-2025-101623,28-02-2025,06-03-2025,Standard Class,RR-19525,Rick Reed,Corporate,United States,New York City,New York,10035,East,OFF-FA-10003495,Office Supplies,Fasteners,Staples,36.48,6,0,18.24,3.04,2.432
4360,US-2025-143819,01-03-2025,05-03-2025,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208,137.6391,110.11128
4361,US-2025-143819,01-03-2025,05-03-2025,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0,12.1348,14.2452,11.39616
4362,US-2025-143819,01-03-2025,05-03-2025,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0,105.2468,128.8366,103.06928
4363,US-2025-143819,01-03-2025,05-03-2025,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0,2400.9657,356.9949,285.59592
4364,US-2025-151862,01-03-2025,08-03-2025,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,80219,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984,2,0.2,13.9986,72.8927,58.31416
4365,US-2025-116799,03-03-2025,06-03-2025,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762,Central,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,563.43,5,0.3,-56.343,123.8946,99.11568
4366,US-2025-120005,03-03-2025,03-03-2025,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0,11.9952,7.7616,6.20928
4367,US-2025-145730,03-03-2025,08-03-2025,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792,255.0584,204.04672
4368,US-2025-112123,03-03-2025,08-03-2025,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0,219.4514,32.6298,26.10384
4369,US-2025-145730,03-03-2025,08-03-2025,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,3,0.2,11.895,8.168333333,6.534666667
4370,US-2025-103982,03-03-2025,08-03-2025,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,1,0.2,0.7776,1.3264,1.06112
4371,US-2025-116799,03-03-2025,06-03-2025,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",42.784,7,0.2,15.5092,3.867828571,3.094262857
4372,US-2025-112123,03-03-2025,08-03-2025,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,0,79.8912,28.8496,23.07968
4373,US-2025-103982,03-03-2025,08-03-2025,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,0.2,-786.0144,1571.962133,1257.569707
4374,US-2025-120005,03-03-2025,03-03-2025,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,0,7.605,5.915,4.732
4375,US-2025-103982,03-03-2025,08-03-2025,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,7,0.2,5.7365,5.111928571,4.089542857
4376,US-2025-145730,03-03-2025,08-03-2025,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,3,0.4,33.5895,84.64016667,67.71213333
4377,US-2025-103982,03-03-2025,08-03-2025,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,3,0.2,32.3982,133.1259333,106.5007467
4378,US-2025-112123,03-03-2025,08-03-2025,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,0,129.5865,70.0727,56.05816
4379,US-2025-167759,03-03-2025,08-03-2025,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,47401,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,0,37.758,32.364,25.8912
4380,US-2025-154053,04-03-2025,10-03-2025,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,92024,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99,1,0,4.9271,12.0629,9.65032
4381,US-2025-164637,04-03-2025,08-03-2025,Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana,46544,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,3,0,64.2,21.4,17.12
4382,US-2025-122518,04-03-2025,08-03-2025,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,33180,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.08,4,0.2,3.528,1.588,1.2704
4383,US-2025-158358,04-03-2025,08-03-2025,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,Dover,New Hampshire,3820,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0,57.5928,51.1936,40.95488
4384,US-2025-165218,05-03-2025,11-03-2025,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,0.2,50.4063,32.91523333,26.33218667
4385,US-2025-165218,05-03-2025,11-03-2025,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1,0.2,-0.812,13.604,10.8832
4386,US-2025-110898,06-03-2025,12-03-2025,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60623,Central,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,159.04,5,0.6,-194.824,70.6528,56.52224
4387,US-2025-110898,06-03-2025,12-03-2025,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,0.5,-99.2664,122.3732,97.89856
4388,US-2025-110898,06-03-2025,12-03-2025,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.334,3,0.8,-6.3018,2.611933333,2.089546667
